p,q,err
0.5,0.3,0.640766159180499
0.5,0.32,0.602892313265802
0.5,0.34,0.569090362602786
0.5,0.36,0.539351410822446
0.5,0.38,0.513666591911167
0.5,0.4,0.492027070088769
0.5,0.42,0.474424039687001
0.5,0.44,0.460848725035749
0.5,0.46,0.451292380338595
0.5,0.48,0.44574628955796
0.5,0.5,0.44420176629128
0.5,0.52,0.446650153660707
0.5,0.54,0.453082824194023
0.5,0.56,0.463491179704218
0.5,0.58,0.477866651179489
0.5,0.6,0.496200698663385
0.5,0.62,0.518484811142812
0.5,0.64,0.544710506432808
0.5,0.66,0.574869331063637
0.5,0.68,0.608952860163196
0.5,0.7,0.646952697352215
0.5,0.72,0.688860474624968
0.5,0.74,0.73466785224203
0.5,0.76,0.78436651861459
0.5,0.78,0.837948190198619
0.5,0.8,0.895404611382546
0.5,0.82,0.95672755437656
0.5,0.84,1.02190881910392
0.5,0.86,1.09094023309441
0.5,0.88,1.16381365137308
0.5,0.9,1.24052095635275
0.5,0.92,1.3210540577316
0.5,0.94,1.40540489237746
0.5,0.96,1.4935654242308
0.5,0.98,1.58552764419249
0.52,0,1.65898915263026
0.52,0.02,1.5587242191131
0.52,0.04,1.46267884176392
0.52,0.06,1.37084368928669
0.52,0.08,1.28320946233989
0.52,0.1,1.19976689340872
0.52,0.12,1.12050674667951
0.52,0.14,1.04541981791176
0.52,0.16,0.974496934312908
0.52,0.18,0.907728954415807
0.52,0.2,0.845106767949388
0.52,0.22,0.786621295718657
0.52,0.24,0.73226348948035
0.52,0.26,0.68202433181752
0.52,0.28,0.635894836022891
0.52,0.3,0.593866045970585
0.52,0.32,0.555929036001034
0.52,0.34,0.522074910792494
0.52,0.36,0.492294805250555
0.52,0.38,0.466579884380751
0.52,0.4,0.444921343175654
0.52,0.42,0.427310406488979
0.52,0.44,0.413738328926416
0.52,0.46,0.404196394720316
0.52,0.48,0.398675917619925
0.52,0.5,0.397168240768312
0.52,0.52,0.399664736590658
0.52,0.54,0.40615680667843
0.52,0.56,0.416635881674201
0.52,0.58,0.431093421158337
0.52,0.6,0.449520913531135
0.52,0.62,0.471909875906349
0.52,0.64,0.498251853993158
0.52,0.66,0.52853842198703
0.52,0.68,0.562761182452596
0.52,0.7,0.600911766221991
0.52,0.72,0.642981832275533
0.52,0.74,0.68896306763504
0.52,0.76,0.7388471872557
0.52,0.78,0.792625933911658
0.52,0.8,0.850291078092341
0.52,0.82,0.911834417893367
0.52,0.84,0.977247778905523
0.52,0.86,1.0465230141116
0.52,0.88,1.11965200377741
0.52,0.9,1.19662665534533
0.52,0.92,1.27743890332904
0.52,0.94,1.36208070920858
0.52,0.96,1.45054406132536
0.52,0.98,1.54282097477554
0.54,0,1.61259447036298
0.54,0.02,1.51209586167865
0.54,0.04,1.41582732310603
0.54,0.06,1.32377955855615
0.54,0.08,1.23594330361484
0.54,0.1,1.15230932541843
0.54,0.12,1.07286842252883
0.54,0.14,0.9976114248104
0.54,0.16,0.926529193302574
0.54,0.18,0.859612620100988
0.54,0.2,0.796852628230725
0.54,0.22,0.738240171526841
0.54,0.24,0.683766234512677
0.54,0.26,0.6334218322748
0.54,0.28,0.587198010348243
0.54,0.3,0.545085844594267
0.54,0.32,0.507076441079996
0.54,0.34,0.473160935956893
0.54,0.36,0.443330495349407
0.54,0.38,0.417576315231845
0.54,0.4,0.395889621311884
0.54,0.42,0.378261668914259
0.54,0.44,0.364683742864936
0.54,0.46,0.35514715737397
0.54,0.48,0.349643255924382
0.54,0.5,0.348163411149259
0.54,0.52,0.35069902472668
0.54,0.54,0.357241527259158
0.54,0.56,0.367782378164578
0.54,0.58,0.382313065563897
0.54,0.6,0.400825106162756
0.54,0.62,0.423310045147921
0.54,0.64,0.449759456071521
0.54,0.66,0.480164940741784
0.54,0.68,0.51451812910972
0.54,0.7,0.552810679165715
0.54,0.72,0.595034276824955
0.54,0.74,0.641180635820853
0.54,0.76,0.691241497597088
0.54,0.78,0.745208631196393
0.54,0.8,0.803073833160291
0.54,0.82,0.864828927415382
0.54,0.84,0.930465765171249
0.54,0.86,0.999976224810878
0.54,0.88,1.07335221179165
0.54,0.9,1.15058565853241
0.54,0.92,1.23166852431518
0.54,0.94,1.31659279517725
0.54,0.96,1.40535048381271
0.54,0.98,1.4979336294624
0.56,0,1.56445120697496
0.56,0.02,1.46370932321408
0.56,0.04,1.36720804836777
0.56,0.06,1.27493812149747
0.56,0.08,1.18689031305951
0.56,0.1,1.10305542478655
0.56,0.12,1.02342428956191
0.56,0.14,0.94798777129733
0.56,0.16,0.876736764810158
0.56,0.18,0.809662195704837
0.56,0.2,0.746755020246289
0.56,0.22,0.688006225246536
0.56,0.24,0.633406827939555
0.56,0.26,0.58294787586281
0.56,0.28,0.536620446742016
0.56,0.3,0.494415648368428
0.56,0.32,0.456324618483317
0.56,0.34,0.422338524659438
0.56,0.36,0.392448564186108
0.56,0.38,0.366645963952165
0.56,0.4,0.344921980330733
0.56,0.42,0.32726789906232
0.56,0.44,0.313675035141559
0.56,0.46,0.304134732704842
0.56,0.48,0.298638364914959
0.56,0.5,0.297177333844877
0.56,0.52,0.299743070370898
0.56,0.54,0.306327034057543
0.56,0.56,0.316920713046321
0.56,0.58,0.331515623945141
0.56,0.6,0.35010331171486
0.56,0.62,0.372675349564389
0.56,0.64,0.399223338837641
0.56,0.66,0.429738908903709
0.56,0.68,0.464213717049368
0.56,0.7,0.502639448372443
0.56,0.72,0.545007815672631
0.56,0.74,0.591310559342932
0.56,0.76,0.641539447266205
0.56,0.78,0.69568627470379
0.56,0.8,0.753742864196964
0.56,0.82,0.815701065454418
0.56,0.84,0.881552755252818
0.56,0.86,0.951289837327781
0.56,0.88,1.02490424227508
0.56,0.9,1.10238792744117
0.56,0.92,1.18373287682554
0.56,0.94,1.2689311009756
0.56,0.96,1.35797463688478
0.56,0.98,1.45085554789024
0.58,0,1.51454957313435
0.58,0.02,1.41355481220338
0.58,0.04,1.31681122375246
0.58,0.06,1.22430958193746
0.58,0.08,1.13604069203248
0.58,0.1,1.05199539030922
0.58,0.12,0.97216454391973
0.58,0.14,0.896539050769401
0.58,0.16,0.825109839397247
0.58,0.18,0.75786786886364
0.58,0.2,0.694804128621955
0.58,0.22,0.635909638404716
0.58,0.24,0.581175448106
0.58,0.26,0.530592637659838
0.58,0.28,0.484152316928048
0.58,0.3,0.441845625581475
0.58,0.32,0.403663732984367
0.58,0.34,0.369597838074962
0.58,0.36,0.339639169257534
0.58,0.38,0.313778984283446
0.58,0.4,0.292008570139013
0.58,0.42,0.274319242927543
0.58,0.44,0.260702347763915
0.58,0.46,0.25114925865678
0.58,0.48,0.245651378397947
0.58,0.5,0.244200138450391
0.58,0.52,0.2467869988373
0.58,0.54,0.253403448032958
0.58,0.56,0.264041002852182
0.58,0.58,0.278691208340947
0.58,0.6,0.29734563766267
0.58,0.62,0.31999589199925
0.58,0.64,0.346633600434828
0.58,0.66,0.377250419850766
0.58,0.68,0.411838034818274
0.58,0.7,0.450388157493438
0.58,0.72,0.492892527509192
0.58,0.74,0.539342911870088
0.58,0.76,0.58973110484699
0.58,0.78,0.644048927870144
0.58,0.8,0.702288229431907
0.58,0.82,0.764440884973437
0.58,0.84,0.830498796788564
0.58,0.86,0.90045389391531
0.58,0.88,0.974298132039261
0.58,0.9,1.05202349338565
0.58,0.92,1.13362198662358
0.58,0.94,1.21908564675722
0.58,0.96,1.30840653503355
0.58,0.98,1.40157673883587
0.6,0,1.46287985732999
0.6,0.02,1.36162261475981
0.6,0.04,1.2646271329032
0.6,0.06,1.17188422095466
0.6,0.08,1.08338471895352
0.6,0.1,0.99911949765737
0.6,0.12,0.919079458432257
0.6,0.14,0.843255533122735
0.6,0.16,0.771638683940924
0.6,0.18,0.704219903346838
0.6,0.2,0.640990213929266
0.6,0.22,0.58194066829199
0.6,0.24,0.527062348933879
0.6,0.26,0.476346368135309
0.6,0.28,0.429783867842801
0.6,0.3,0.387366019553781
0.6,0.32,0.349084024203139
0.6,0.34,0.314929112045884
0.6,0.36,0.2848925425492
0.6,0.38,0.258965604274197
0.6,0.4,0.237139614770384
0.6,0.42,0.219405920455336
0.6,0.44,0.20575589651135
0.6,0.46,0.196180946768031
0.6,0.48,0.190672503599379
0.6,0.5,0.189222027803747
0.6,0.52,0.191821008503335
0.6,0.54,0.198460963034432
0.6,0.56,0.209133436831349
0.6,0.58,0.223830003330557
0.6,0.6,0.242542263848378
0.6,0.62,0.265261847489704
0.6,0.64,0.29198041102848
0.6,0.66,0.322689638811453
0.6,0.68,0.357381242642129
0.6,0.7,0.39604696168789
0.6,0.72,0.438678562364962
0.6,0.74,0.485267838239477
0.6,0.76,0.535806609922796
0.6,0.78,0.590286724966001
0.6,0.8,0.648700057761026
0.6,0.82,0.711038509434166
0.6,0.84,0.7772940077468
0.6,0.86,0.847458506992878
0.6,0.88,0.921523987897961
0.6,0.9,0.999482457518016
0.6,0.92,1.08132594914006
0.6,0.94,1.16704652218204
0.6,0.96,1.25663626209248
0.6,0.98,1.35008728025333
0.62,0,1.40943242592881
0.62,0.02,1.30790309468648
0.62,0.04,1.2106461369614
0.62,0.06,1.11765239693844
0.62,0.08,1.02891274936504
0.62,0.1,0.944418099435174
0.62,0.12,0.86415938267303
0.62,0.14,0.788127564814985
0.62,0.16,0.71631364168995
0.62,0.18,0.648708639108471
0.62,0.2,0.585303612742322
0.62,0.22,0.526089648013817
0.62,0.24,0.471057859978553
0.62,0.26,0.420199393208661
0.62,0.28,0.373505421687635
0.62,0.3,0.330967148687035
0.62,0.32,0.292575806663189
0.62,0.34,0.258322657135296
0.62,0.36,0.228198990584089
0.62,0.38,0.20219612633303
0.62,0.4,0.180305412441771
0.62,0.42,0.162518225593248
0.62,0.44,0.148825970985762
0.62,0.46,0.139220082224684
0.62,0.48,0.133692021211095
0.62,0.5,0.132233278035605
0.62,0.52,0.134835370867595
0.62,0.54,0.141489845852699
0.62,0.56,0.152188277001057
0.62,0.58,0.166922266087263
0.62,0.6,0.18568344253395
0.62,0.62,0.208463463318153
0.62,0.64,0.235254012858135
0.62,0.66,0.266046802914265
0.62,0.68,0.300833572477187
0.62,0.7,0.339606087672777
0.62,0.72,0.382356141656745
0.62,0.74,0.429075554506245
0.62,0.76,0.47975617312648
0.62,0.78,0.534389871138161
0.62,0.8,0.592968548788791
0.62,0.82,0.655484132839596
0.62,0.84,0.721928576473433
0.62,0.86,0.792293859188757
0.62,0.88,0.866571986707396
0.62,0.9,0.944754990865086
0.62,0.92,1.02683492952228
0.62,0.94,1.11280388645805
0.62,0.96,1.20265397128109
0.62,0.98,1.29637731932052
0.64,0,1.35419772324452
0.64,0.02,1.25238669354006
0.64,0.04,1.15485867463669
0.64,0.06,1.06160454565297
0.64,0.08,0.972615215996181
0.64,0.1,0.887881625243851
0.64,0.12,0.807394743029206
0.64,0.14,0.731145568925386
0.64,0.16,0.659125132330227
0.64,0.18,0.591324492353216
0.64,0.2,0.527734737699449
0.64,0.22,0.46834698655808
0.64,0.24,0.413152386490776
0.64,0.26,0.362142114314077
0.64,0.28,0.315307375994575
0.64,0.3,0.272639406531386
0.64,0.32,0.234129469851323
0.64,0.34,0.199768858690648
0.64,0.36,0.169548894491695
0.64,0.38,0.143460927290252
0.64,0.4,0.121496335610685
0.64,0.42,0.103646526350178
0.64,0.44,0.089902934676043
0.64,0.46,0.0802570239173563
0.64,0.48,0.0747002854580905
0.64,0.5,0.0732242386283468
0.64,0.52,0.0758204305985569
0.64,0.54,0.0824804362768962
0.64,0.56,0.0931958581999242
0.64,0.58,0.107958326431841
0.64,0.6,0.126759498454211
0.64,0.62,0.149591059068819
0.64,0.64,0.176444720290088
0.64,0.66,0.207312221243418
0.64,0.68,0.242185328059934
0.64,0.7,0.281055833778778
0.64,0.72,0.323915558242679
0.64,0.74,0.37075634799711
0.64,0.76,0.421570076190027
0.64,0.78,0.47634864246867
0.64,0.8,0.535083972884373
0.64,0.82,0.5977680197898
0.64,0.84,0.664392761739878
0.64,0.86,0.73495020339335
0.64,0.88,0.809432375417581
0.64,0.9,0.887831334382947
0.64,0.92,0.970139162676896
0.64,0.94,1.05634796839406
0.64,0.96,1.14644988525203
0.64,0.98,1.24043707248279
0.66,0,1.29716627160138
0.66,0.02,1.1950639306989
0.66,0.04,1.09725526226436
0.66,0.06,1.00373118030214
0.66,0.08,0.91448262882656
0.66,0.1,0.829500581748192
0.66,0.12,0.748776042759023
0.66,0.14,0.672300045221094
0.66,0.16,0.600063652048192
0.66,0.18,0.532057955600332
0.66,0.2,0.468274077565073
0.66,0.22,0.408703168852163
0.66,0.24,0.353336409478781
0.66,0.26,0.302165008455072
0.66,0.28,0.255180203683643
0.66,0.3,0.21237326184278
0.66,0.32,0.173735478279982
0.66,0.34,0.139258176898726
0.66,0.36,0.108932710058178
0.66,0.38,0.0827504584569638
0.66,0.4,0.0607028310351761
0.66,0.42,0.0427812648559067
0.66,0.44,0.0289772250086054
0.66,0.46,0.0192822044990812
0.66,0.48,0.0136877241462874
0.66,0.5,0.0121853324713695
0.66,0.52,0.014766605598485
0.66,0.54,0.0214231471514025
0.66,0.56,0.0321465881455574
0.66,0.58,0.0469285868889593
0.66,0.6,0.065760828874147
0.66,0.62,0.0886350266802119
0.66,0.64,0.115542919870937
0.66,0.66,0.146476274891359
0.66,0.68,0.181426884965353
0.66,0.7,0.220386569997319
0.66,0.72,0.263347176473603
0.66,0.74,0.310300577358759
0.66,0.76,0.361238671998357
0.66,0.78,0.41615338601828
0.66,0.8,0.475036671230256
0.66,0.82,0.537880505527713
0.66,0.84,0.604676892795225
0.66,0.86,0.67541786280354
0.66,0.88,0.750095471118982
0.66,0.9,0.828701799003606
0.66,0.92,0.911228953321547
0.66,0.94,0.997669066439196
0.66,0.96,1.08801429613597
0.66,0.98,1.18225682550351
0.68,0,1.23832867141029
0.68,0.02,1.13592540343543
0.68,0.04,1.03782649388653
0.68,0.06,0.944022891603539
0.68,0.08,0.85450557515989
0.68,0.1,0.769265552747198
0.68,0.12,0.688293862070034
0.68,0.14,0.611581570225874
0.68,0.16,0.539119773600009
0.68,0.18,0.470899597751621
0.68,0.2,0.406912197305328
0.68,0.22,0.347148755839058
0.68,0.24,0.29160048577827
0.68,0.26,0.240258628280376
0.68,0.28,0.193114453136526
0.68,0.3,0.15015925865293
0.68,0.32,0.111384371553187
0.68,0.34,0.0767811468604875
0.68,0.36,0.0463409678013103
0.68,0.38,0.0200552456925185
0.68,0.4,2.08E-03
0.68,0.42,0.0200870425724861
0.68,0.44,0.0339606465798251
0.68,0.46,0.0437138695464816
0.68,0.48,0.0493551612683808
0.68,0.5,0.0508929440754362
0.68,0.52,0.0483356129372104
0.68,0.54,0.0416915355614692
0.68,0.56,0.0309690525013424
0.68,0.58,0.0161764772502136
0.68,0.6,2.68E-03
0.68,0.62,0.0255858305074008
0.68,0.64,0.0525390703917619
0.68,0.66,0.0835294170205975
0.68,0.68,0.118548690663389
0.68,0.7,0.157588738047046
0.68,0.72,0.20064143225308
0.68,0.74,0.247698672619863
0.68,0.76,0.298752384645846
0.68,0.78,0.353794519889982
0.68,0.8,0.412817055876833
0.68,0.82,0.475811995999424
0.68,0.84,0.542771369420725
0.68,0.86,0.613687230981434
0.68,0.88,0.688551661102677
0.68,0.9,0.767356765689173
0.68,0.92,0.85009467603909
0.68,0.94,0.936757548743385
0.68,0.96,1.02733756560073
0.68,0.98,1.1218269335125
0.7,0,1.17767560123191
0.7,0.02,1.07496178698072
0.7,0.04,0.976563041312521
0.7,0.06,0.882470347854066
0.7,0.08,0.792674719686735
0.7,0.1,0.707167199239582
0.7,0.12,0.625938858175881
0.7,0.14,0.548980797287107
0.7,0.16,0.476284146376486
0.7,0.18,0.407840064158671
0.7,0.2,0.343639738143364
0.7,0.22,0.283674384533792
0.7,0.24,0.227935248114181
0.7,0.26,0.176413602143106
0.7,0.28,0.129100748251491
0.7,0.3,0.0859880163298546
0.7,0.32,0.0470667644285081
0.7,0.34,0.0123283786447856
0.7,0.36,0.0182357269735632
0.7,0.38,0.0446341105394775
0.7,0.4,0.0668753024253667
0.7,0.42,0.0849678053715413
0.7,0.44,0.0989200945872528
0.7,0.46,0.108740617851991
0.7,0.48,0.114437795619262
0.7,0.5,0.116020021119276
0.7,0.52,0.113495660459542
0.7,0.54,0.106873052725867
0.7,0.56,0.0961605100830081
0.7,0.58,0.0813663178729646
0.7,0.6,0.0624987347189028
0.7,0.62,0.0395659926225913
0.7,0.64,0.0125762970601786
0.7,0.66,0.0184621729156441
0.7,0.68,0.0535412645753249
0.7,0.7,0.0926528514219988
0.7,0.72,0.135788833089314
0.7,0.74,0.18294113524349
0.7,0.76,0.234101709491087
0.7,0.78,0.289262533278001
0.7,0.8,0.348415609800471
0.7,0.82,0.411552967901324
0.7,0.84,0.478666661982404
0.7,0.86,0.549748771906798
0.7,0.88,0.62479140290635
0.7,0.9,0.703786685483755
0.7,0.92,0.786726775325258
0.7,0.94,0.873603853205029
0.7,0.96,0.964410124892262
0.7,0.98,1.05913782105898
0.72,0,1.1151978178584
0.72,0.02,1.01216383460587
0.72,0.04,0.913455654199484
0.72,0.06,0.819064295005098
0.72,0.08,0.728980804565817
0.72,0.1,0.64319625949907
0.72,0.12,0.56170176538228
0.72,0.14,0.48448845665001
0.72,0.16,0.411547496480061
0.72,0.18,0.342870076693278
0.72,0.2,0.278447417641472
0.72,0.22,0.218270768102787
0.72,0.24,0.162331405177151
0.72,0.26,0.110620634175923
0.72,0.28,0.063129788525302
0.72,0.3,0.0198502296528287
0.72,0.32,0.0192266531082739
0.72,0.34,0.0541094426330613
0.72,0.36,0.0848066940988272
0.72,0.38,0.111326935091945
0.72,0.4,0.133678665708891
0.72,0.42,0.151870358661882
0.72,0.44,0.165910459375536
0.72,0.46,0.175807386090595
0.72,0.48,0.18156952996292
0.72,0.5,0.183205255169181
0.72,0.52,0.18072289899953
0.72,0.54,0.174130771960204
0.72,0.56,0.163437157873434
0.72,0.58,0.148650313974363
0.72,0.6,0.129778471011465
0.72,0.62,0.106829833343039
0.72,0.64,0.0798125790313679
0.72,0.66,0.0487348599470752
0.72,0.68,0.0136048018606456
0.72,0.7,0.0255694954627219
0.72,0.72,0.0687799581623227
0.72,0.74,0.116018538191915
0.72,0.76,0.167277213218519
0.72,0.78,0.222547986535475
0.72,0.8,0.281822886961322
0.72,0.82,0.345093968748458
0.72,0.84,0.412353311493541
0.72,0.86,0.483593020036064
0.72,0.88,0.558805224375524
0.72,0.9,0.637982079569701
0.72,0.92,0.721115765651387
0.72,0.94,0.808198487528181
0.72,0.96,0.899222474901476
0.72,0.98,0.994179982165156
0.74,0,1.05088615638357
0.74,0.02,0.947522377690522
0.74,0.04,0.848495160121888
0.74,0.06,0.753795556736842
0.74,0.08,0.663414649492853
0.74,0.1,0.577343549147689
0.74,0.12,0.495573395149438
0.74,0.14,0.41809535552887
0.74,0.16,0.344900626792617
0.74,0.18,0.275980433823325
0.74,0.2,0.211326029765882
0.74,0.22,0.15092869593156
0.74,0.24,0.0947797416885024
0.74,0.26,0.0428705043571264
0.74,0.28,4.81E-03
0.74,0.3,0.048263331121899
0.74,0.32,0.087505115779301
0.74,0.34,0.122541556750381
0.74,0.36,0.153381178480644
0.74,0.38,0.180032478075583
0.74,0.4,0.20250392540016
0.74,0.42,0.220803963179979
0.74,0.44,0.234941007102688
0.74,0.46,0.244923445913434
0.74,0.48,0.250759641515775
0.74,0.5,0.252457929072209
0.74,0.52,0.250026617101997
0.74,0.54,0.243473987575956
0.74,0.56,0.232808296018031
0.74,0.58,0.218037771598193
0.74,0.6,0.199170617235209
0.74,0.62,0.176215009686386
0.74,0.64,0.149179099645943
0.74,0.66,0.118071011841657
